"wdpaid","wdpa_pid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc","wdpa_yr"
555511988,"555511988","Kabupaten Ciamis","IDN","Indonesia",2014,2015,46.7980796047,298.24,251.4419203953,537.291107924111,2017
555511989,"555511989","Kabupaten Bintan","IDN","Indonesia",2014,2015,1815.16630836,4729.05,2913.88369164,160.529846671333,2017
555511990,"555511990","Biak Numfor","IDN","Indonesia",2014,2015,343.158834503,249.1,-94.058834503,-27.4097079969473,2017
555511991,"555511991","Pantai Ujungnegoro Roban (Batang)","IDN","Indonesia",2014,2015,25.8340351784,40.152,14.3179648216,55.4228742150639,2017
555511992,"555511992","Kota Batam","IDN","Indonesia",2014,2015,1159.46727338,668.76,-490.70727338,-42.3217873109539,2017
555511996,"555511996","Jorong Maligi","IDN","Indonesia",2014,2015,775.912305454,0.1,-775.812305454,-99.987111945603,2017
555511998,"555511998","Kepulauan Hinako (Nias Selatan)","IDN","Indonesia",2014,2015,228.278538581,560,331.721461419,145.314344257244,2017
555512062,"555512062","Kermadec","NZL","New Zealand",2011,2012,456479,620467,163988,35.9245441739927,2017
555512062,"555512062","Kermadec","NZL","New Zealand",2012,2014,620467,469276.0989,-151190.9011,-24.3672751492021,2017
555512085,"555512085","Zone du Grand Lagon Sud","NCL","New Caledonia",2014,2015,3145,8030.757449,4885.757449,155.349998378378,2017
555512086,"555512086","Zone côtière Ouest","NCL","New Caledonia",2014,2015,482,3090.447977,2608.447977,541.171779460581,2017
555512142,"555512142","Eastport – Duck Island Marine Protected Area","CAN","Canada",2015,2016,2.09,1.761,-0.329,-15.7416267942584,2017
555512149,"555512149","Gilbert Bay Marine Protected Area","CAN","Canada",2015,2016,60.1,28.7,-31.4,-52.2462562396007,2017
555512156,"555512156","Musquash Estuary Marine Protected Area","CAN","Canada",2015,2016,7.422,4.668,-2.754,-37.1059013742926,2017
555512158,"555512158","Wilsons Promontory Marine Reserve","AUS","Australia",2014,2017,30,6.2678279881,-23.7321720119,-79.1072400396667,2017
555512159,"555512159","Isla de Desecheo","PRI","Puerto Rico",2014,2016,6.8,6.09257,-0.70743,-10.4033823529412,2017
555512241,"555512241","Charlie-Gibbs South High Seas MPA","ABNJ",NA,2013,2014,145420,324123.207985,178703.207985,122.887641304497,2017
555512241,"555512241","Charlie-Gibbs South High Seas MPA","ABNJ",NA,2016,2017,324123.207985,145420,-178703.207985,-55.134345083142,2017
555513703,"555513703","Casse de la Belle Henriette","FRA","France",2015,2016,4.284075,1.271238883,-3.012836117,-70.3264092482041,2017
555515258,"555515258","Kallenrannan merenrantaniitty","FIN","Finland",2016,2017,0.031194726,0.02439999823944,-0.00679472776056,-21.7816555290789,2017
555515272,"555515272","Upin merenrantaniitty","FIN","Finland",2016,2017,0.173576688,0.0748000114512,-0.0987766765488,-56.9066489785771,2017
555515313,"555515313","Letonniemen luonnonsuojelualue III","FIN","Finland",2016,2017,0.54746178,0.44559991688475,-0.10186186311525,-18.6062053711311,2017
555515371,"555515371","Kartanon hiekkaranta","FIN","Finland",2016,2017,0.006127044,0.00479999668368,-0.00132704731632,-21.6588507658832,2017
555515455,"555515455","Kristinestads skärgård och Pjelaxfjärden","FIN","Finland",2016,2017,0.024593077,0.011199998195336,-0.013393078804664,-54.4587357029948,2017
555515498,"555515498","Mid Chatham Rise","NZL","New Zealand",2012,2014,8732,1750.185531,-6981.814469,-79.9566476065048,2017
555515499,"555515499","Antipodes Transect","NZL","New Zealand",2012,2014,110185,57166.32005,-53018.67995,-48.1178744384444,2017
555515513,"555515513","Poverty Beach","CAN","Canada",2013,2014,0.011,0.014,0.003,27.2727272727273,2015
555515516,"555515516","Basin Head Sand Dune","CAN","Canada",2013,2014,0.1179,0.16,0.0421,35.7082273112807,2015
555515517,"555515517","Deroche Pond Sand Dunes Natural Area","CAN","Canada",2013,2014,0.017,0.005,-0.012,-70.5882352941176,2017
555515518,"555515518","South Lake Sand Dunes Natural Area","CAN","Canada",2013,2014,0.176,0.123,-0.053,-30.1136363636364,2017
555515554,"555515554","North Lake","CAN","Canada",2013,2014,0.015,0.017,0.002,13.3333333333333,2015
555515563,"555515563","Roseville Cliff","CAN","Canada",2013,2014,0.025,0.02,-0.005,-20,2015
555515581,"555515581","Dingwells Mills","CAN","Canada",2013,2014,0.134,0.014,-0.12,-89.5522388059701,2015
555515583,"555515583","Glenfinnan","CAN","Canada",2013,2014,0.161,0.141,-0.02,-12.4223602484472,2015
555515592,"555515592","New Glasgow","CAN","Canada",2013,2014,0.125,0.108,-0.017,-13.6,2015
555516157,"555516157","Dala-Kildala Rivers Estuaries Park","CAN","Canada",2013,2014,5.19,6.3,1.11,21.3872832369942,2015
555516158,"555516158","Eagle Bay Park","CAN","Canada",2013,2014,1.97,0.66,-1.31,-66.497461928934,2015
555516230,"555516230","Dzawadi / Klinaklini Estuary","CAN","Canada",2013,2014,4.9,5.49,0.59,12.0408163265306,2015
555516365,"555516365","Ksi xts'at'kw/Stagoo","CAN","Canada",2013,2014,1.4,1.25,-0.15,-10.7142857142857,2015
555516374,"555516374","Stafford Estuary","CAN","Canada",2013,2014,1.12,2.04,0.92,82.1428571428571,2015
555516377,"555516377","Ecstall-Spokskuut","CAN","Canada",2013,2014,1.98,4.13,2.15,108.585858585859,2015
555516379,"555516379","Alty","CAN","Canada",2013,2014,0.32,0.25,-0.07,-21.875,2015
555516387,"555516387","Skeena Bank","CAN","Canada",2013,2014,9.61,25.43,15.82,164.620187304891,2015
555516391,"555516391","Maxtaktsm'aa / Union Passage","CAN","Canada",2013,2014,5.72,6.94,1.22,21.3286713286713,2015
555516394,"555516394","K'waal","CAN","Canada",2013,2014,0.69,0.49,-0.2,-28.9855072463768,2015
555516395,"555516395","Bella Coola Estuary","CAN","Canada",2013,2014,0.85,1.31,0.46,54.1176470588235,2015
555516397,"555516397","Jesse Falls","CAN","Canada",2013,2014,0.08,0.13,0.05,62.5,2015
555516400,"555516400","Wakes Cove Park","CAN","Canada",2013,2014,0.84,0.73,-0.11,-13.0952380952381,2015
555524204,"555524204","Cueva marina de San Juan","ESP","Spain",2015,2016,0.007,0.0078,0.000799999999999999,11.4285714285714,2017
555525743,"555525743","Littoral Cauchois","FRA","France",2015,2016,36.1346,43.4907,7.3561,20.3574966929204,2017
555526087,"555526087","Marais du Mès, baie et dunes de Pont-Mahé, étang du Pont de Fer","FRA","France",2015,2016,4.7955,57.2544,52.4589,1093.91929934313,2017
555526110,"555526110","Marais de Talmont et zones littorales entre les Sables-d'Olonne et Jard-sur-Mer","FRA","France",2015,2016,1.668,3.618,1.95,116.906474820144,2017
555529050,"555529050","Fondali tra le foci del Fiume Chiarone e Fiume Fiora","ITA","Italy",2015,2016,17.62,26.29,8.67,49.205448354143,2017
555529051,"555529051","Fondali antistanti Punta Morelle","ITA","Italy",2015,2016,11.12,27.28,16.16,145.323741007194,2017
555531435,"555531435","Tullgarn, ost","SWE","Sweden",2015,2016,4.41693,3.59898,-0.81795,-18.5185185185185,2017
555531436,"555531436","Häringe-Hammersta","SWE","Sweden",2015,2016,5.779,4.85436,-0.92464,-16,2017
555531449,"555531449","Reveln-Kolguskär","SWE","Sweden",2015,2016,0.0324,0.00432,-0.02808,-86.6666666666667,2017
555531452,"555531452","Villinge Boskapsö","SWE","Sweden",2015,2016,1.80041,2.30996,0.50955,28.3018867924528,2017
555531465,"555531465","Riddersholm","SWE","Sweden",2015,2016,2.02785,2.7038,0.67595,33.3333333333333,2017
555531468,"555531468","Stegsholm","SWE","Sweden",2015,2016,0.08712,0.14157,0.05445,62.5,2017
555531496,"555531496","Järflotta","SWE","Sweden",2015,2016,0.16146,0.2691,0.10764,66.6666666666667,2017
555531525,"555531525","Varnöfladen","SWE","Sweden",2015,2016,2.37268,1.75372,-0.61896,-26.0869565217391,2017
555531580,"555531580","Rörvik","SWE","Sweden",2015,2016,0.183,0.13908,-0.04392,-24,2017
555531590,"555531590","Söderfladen","SWE","Sweden",2015,2016,0.15995,0.11425,-0.0457,-28.5714285714286,2017
555531614,"555531614","Ledarön","SWE","Sweden",2015,2016,1.03725,0.53015,-0.5071,-48.8888888888889,2017
555531658,"555531658","Fagerön","SWE","Sweden",2015,2016,2.5345,1.77415,-0.76035,-30,2017
555531707,"555531707","Grillskäret","SWE","Sweden",2015,2016,0.09287,0.0753,-0.01757,-18.9189189189189,2017
555531708,"555531708","Högbådan","SWE","Sweden",2015,2016,0.11124,0.07622,-0.03502,-31.4814814814815,2017
555531714,"555531714","Idön","SWE","Sweden",2015,2016,0.28624,0.69771,0.41147,143.75,2017
555531725,"555531725","Slada","SWE","Sweden",2015,2016,3.74831,2.96378,-0.78453,-20.9302325581395,2017
555531733,"555531733","Gårdskärskusten","SWE","Sweden",2015,2016,1.20069,1.42304,0.22235,18.5185185185185,2017
555531735,"555531735","Långsandsörarna","SWE","Sweden",2015,2016,0.30701,1.50714,1.20013,390.909090909091,2017
555531814,"555531814","Marsviken-Marsäng","SWE","Sweden",2015,2016,0.59682,0.68208,0.08526,14.2857142857143,2017
555532032,"555532032","Stjärnö-Fågelvik","SWE","Sweden",2015,2016,0.06859,0.09386,0.02527,36.8421052631579,2017
555532204,"555532204","Södra Lunda","SWE","Sweden",2015,2016,0.06585,2.0633,1.99745,3033.33333333333,2017
555532705,"555532705","Störlinge sjömarker","SWE","Sweden",2015,2016,0.63394,0.5465,-0.08744,-13.7931034482759,2017
555532710,"555532710","Nabbelund","SWE","Sweden",2015,2016,0.25323,0.58353,0.3303,130.434782608696,2017
555532714,"555532714","Horsö-Värsnäs","SWE","Sweden",2015,2016,2.40465,1.9803,-0.42435,-17.6470588235294,2017
555532752,"555532752","Strandskogen","SWE","Sweden",2015,2016,0.3164,0.3955,0.0791,25,2017
555532753,"555532753","Strandtorp","SWE","Sweden",2015,2016,0.10496,0.22304,0.11808,112.5,2017
555532921,"555532921","Stärnö","SWE","Sweden",2015,2016,0.38358,0.44751,0.06393,16.6666666666667,2017
555532930,"555532930","Haglö","SWE","Sweden",2015,2016,1.47752,1.2045,-0.27302,-18.4782608695652,2017
555532932,"555532932","Hallarum","SWE","Sweden",2015,2016,0.1016,0.0762,-0.0254,-25,2017
555532941,"555532941","Knösö","SWE","Sweden",2015,2016,0.3417,0.2881,-0.0536,-15.6862745098039,2017
555533018,"555533018","Vambåsanäs","SWE","Sweden",2015,2016,0.22384,0.16788,-0.05596,-25,2017
555533037,"555533037","Sandhamn","SWE","Sweden",2015,2016,0.12596,0.09916,-0.0268,-21.2765957446808,2017
555533091,"555533091","Stenshuvud","SWE","Sweden",2015,2016,0.19905,0.99525,0.7962,400,2017
555533095,"555533095","Äspet","SWE","Sweden",2015,2016,0.67084,1.01708,0.34624,51.6129032258064,2017
555533147,"555533147","Edenryd","SWE","Sweden",2015,2016,1.8067,3.30368,1.49698,82.8571428571429,2017
555533148,"555533148","Tostebergakusten","SWE","Sweden",2015,2016,8.56278,10.94133,2.37855,27.7777777777778,2017
555533149,"555533149","Östra Hammaren-Käringören","SWE","Sweden",2015,2016,1.1616,2.40064,1.23904,106.666666666667,2017
555533213,"555533213","Sandhammaren-Kåseberga","SWE","Sweden",2015,2016,1.75392,1.00224,-0.75168,-42.8571428571429,2017
555533214,"555533214","Ystads sandskog","SWE","Sweden",2015,2016,0.62832,0.74256,0.11424,18.1818181818182,2017
555533259,"555533259","Lommabukten","SWE","Sweden",2015,2016,1.36276,1.95622,0.59346,43.5483870967742,2017
555533261,"555533261","Vellinge ängar","SWE","Sweden",2015,2016,2.05452,1.69893,-0.35559,-17.3076923076923,2017
555533315,"555533315","Vallda Sandö","SWE","Sweden",2015,2016,0.13408,0.1676,0.03352,25,2017
555533345,"555533345","Fladen","SWE","Sweden",2015,2016,37.37016,103.806,66.43584,177.777777777778,2017
555533396,"555533396","Härmanö","SWE","Sweden",2015,2016,6.6807,8.1653,1.4846,22.2222222222222,2017
555533398,"555533398","Härön","SWE","Sweden",2015,2016,3.18555,3.68108,0.49553,15.5555555555556,2017
555533400,"555533400","Ramsvikslandet","SWE","Sweden",2015,2016,1.36176,1.19154,-0.17022,-12.5,2017
555533442,"555533442","Gullmarsfjorden","SWE","Sweden",2015,2016,80.9045,112.8105,31.906,39.4366197183099,2017
555534081,"555534081","Hölick","SWE","Sweden",2015,2016,2.093,2.8704,0.7774,37.1428571428572,2017
555534085,"555534085","Kuggörarna","SWE","Sweden",2015,2016,0.2032,0.25908,0.05588,27.5,2017
555534108,"555534108","Gnarps Masugn","SWE","Sweden",2015,2016,1.1285,0.94794,-0.18056,-16,2017
555534112,"555534112","Sörsundet","SWE","Sweden",2015,2016,0.71364,0.3756,-0.33804,-47.3684210526316,2017
555534253,"555534253","Grönviksmyran","SWE","Sweden",2015,2016,0.1605,0.12305,-0.03745,-23.3333333333333,2017
555534631,"555534631","Långstranden","SWE","Sweden",2015,2016,0.0552,0.06992,0.01472,26.6666666666667,2017
555534710,"555534710","Umeälvens Delta","SWE","Sweden",2015,2016,14.0399,11.43249,-2.60741,-18.5714285714286,2017
555534926,"555534926","Bondöfjärden","SWE","Sweden",2015,2016,28.0801,24.53314,-3.54696,-12.6315789473684,2017
555534928,"555534928","Vargön","SWE","Sweden",2015,2016,10.30515,9.2597,-1.04545,-10.1449275362319,2017
555534931,"555534931","Kraaseli-Selkäkari","SWE","Sweden",2015,2016,0.03015,0.0402,0.01005,33.3333333333333,2017
555534937,"555534937","Vuonoviken","SWE","Sweden",2015,2016,0.0228,0.01,-0.0128,-56.140350877193,2017
555534938,"555534938","Kraaseli","SWE","Sweden",2015,2016,0.16758,0.22344,0.05586,33.3333333333333,2017
555534940,"555534940","Riekkola","SWE","Sweden",2015,2016,0.06758,0.08938,0.0218,32.258064516129,2017
555534967,"555534967","Enskär","SWE","Sweden",2015,2016,0.1257,0.15503,0.02933,23.3333333333333,2017
555534969,"555534969","Kataja","SWE","Sweden",2015,2016,0.3285,0.38763,0.05913,18,2017
555534971,"555534971","Stora Hamnskär","SWE","Sweden",2015,2016,0.13635,0.17877,0.04242,31.1111111111111,2017
555534972,"555534972","Tantamanni","SWE","Sweden",2015,2016,0.216,0.27216,0.05616,26,2017
555537243,"555537243","Flensburger Förde","DEU","Germany",2015,2016,4389.488034,116.5976,-4272.890434,-97.343708443972,2017
555537249,"555537249","Östliche Kieler Bucht","DEU","Germany",2015,2016,0.359964,712.99074,712.630776,197972.790612395,2017
555537258,"555537258","Westliche Pommersche Bucht","DEU","Germany",2015,2016,207.17,979,771.83,372.558768161413,2017
555537265,"555537265","Greifswalder Bodden und südlicher Strelasund","DEU","Germany",2015,2016,794.794,711.9604,-82.8335999999999,-10.4220213036334,2017
555537281,"555537281","Peenestrom und Achterwasser","DEU","Germany",2015,2016,712.799,152.0001,-560.7989,-78.6756013967472,2017
555537988,"555537988","Farvandet mellem Skælskør Fjord og Glænø","DNK","Denmark",2015,2016,105.176,127.784,22.608,21.4953981897011,2017
555537989,"555537989","Hov Vig","DNK","Denmark",2015,2016,390.7645,0.480072,-390.284428,-99.8771454418198,2017
555537990,"555537990","Sprogø og Halsskov Rev","DNK","Denmark",2015,2016,6.5598,47.71908,41.15928,627.44717826763,2017
555537997,"555537997","Kyststrækningen v. Hyllekrog-Rødsand","DNK","Denmark",2015,2016,38.69901,293.3173,254.61829,657.94522908984,2017
555537998,"555537998","Ulvsund, Grønsund og Farø Fjord","DNK","Denmark",2015,2016,116.9444,75.8322,-41.1122,-35.1553387763758,2017
555538000,"555538000","Guldborgsund","DNK","Denmark",2015,2016,293.3173,20.5202,-272.7971,-93.0040948829135,2017
555538002,"555538002","Nakskov Fjord og Inderfjord","DNK","Denmark",2015,2016,391.416,75.0288,-316.3872,-80.8314427616653,2017
555538003,"555538003","Præstø Fjord, Ulvshale, Nyord og Jungshoved Nor","DNK","Denmark",2015,2016,20.5202,216.9904,196.4702,957.447783160008,2017
555538011,"555538011","Marstal Bugt og den sydlige del af Langeland","DNK","Denmark",2015,2016,12.56,32.889416,20.329416,161.858407643312,2017
555538014,"555538014","Odense Fjord","DNK","Denmark",2015,2016,32.889416,42.288813,9.399397,28.5787896021018,2017
555538015,"555538015","Æbelø og kysten ved Nærå","DNK","Denmark",2015,2016,35.13,94.3704,59.2404,168.631938514091,2017
555538018,"555538018","Lillebælt","DNK","Denmark",2015,2016,94.3704,276.895,182.5246,193.4129769504,2017
555538055,"555538055","Farvandet nord for Anholt","DNK","Denmark",2015,2016,27.799926,461.37,433.570074,1559.6087342103,2017
555538058,"555538058","Horsens Fjord og Endelave","DNK","Denmark",2015,2016,461.37,400.064,-61.306,-13.2878167197694,2017
555538087,"555538087","Randers og Mariager Fjorde og Ålborg Bugt, sydlige del","DNK","Denmark",2015,2016,29.79,355.0911,325.3011,1091.98086606244,2017
555538088,"555538088","Ålborg Bugt, østlige del","DNK","Denmark",2015,2016,34.378403,1773.6,1739.221597,5059.05290888585,2017
555538089,"555538089","Sydlige Nordsø","DNK","Denmark",2015,2016,903.8832,2462.96,1559.0768,172.486533658331,2017
555538091,"555538091","Pakri","EST","Estonia",2015,2016,0.000301,171.557371,171.55707,56995704.3189369,2017
555538094,"555538094","Lahemaa","EST","Estonia",2015,2016,171.557371,268.659593,97.102222,56.6004371797001,2017
555538101,"555538101","Nõva-Osmussaare","EST","Estonia",2015,2016,2235.485962,218.064801,-2017.421161,-90.245306626533,2017
555538114,"555538114","Karala-Pilguse","EST","Estonia",2015,2016,1057.458773,13.539072,-1043.919701,-98.7196595890363,2017
555538117,"555538117","Koorunõmme","EST","Estonia",2015,2016,13.539072,20.821346,7.282274,53.7870985544652,2017
555538119,"555538119","Kura kurgu","EST","Estonia",2015,2016,26.471155,1906.611772,1880.140617,7102.60136741294,2017
555538121,"555538121","Mullutu-Loode","EST","Estonia",2015,2016,20.821346,7.252363,-13.568983,-65.1686159002401,2017
555538122,"555538122","Riksu ranniku","EST","Estonia",2015,2016,1906.611772,16.724691,-1889.887081,-99.1228056363852,2017
555538123,"555538123","Siiksaare-Oessaare","EST","Estonia",2015,2016,43.107019,18.06224,-25.044779,-58.0990743062052,2017
555538124,"555538124","Sutu lahe","EST","Estonia",2015,2016,7.252363,16.783715,9.531352,131.424088948664,2017
555538125,"555538125","Tagamõisa","EST","Estonia",2015,2016,16.724691,84.130363,67.405672,403.030896056615,2017
555538126,"555538126","Vilsandi","EST","Estonia",2015,2016,18.06224,121.985995,103.923755,575.364711132174,2017
555538129,"555538129","Vaindloo","EST","Estonia",2015,2016,121.985995,0.688232,-121.297763,-99.4358106436727,2017
555538156,"555538156","Illas Cíes","ESP","Spain",2015,2016,355.0911,5.347836,-349.743264,-98.493953805094,2017
555538227,"555538227","Cap Enderrocat - Cap Blanc","ESP","Spain",2015,2016,5.467278,40.355316,34.888038,638.124456082167,2017
555538230,"555538230","Ses Salines d'Eivissa i Formentera","ESP","Spain",2015,2016,40.355316,134.766098,94.410782,233.948811105828,2017
555538231,"555538231","Ribadeo","ESP","Spain",2015,2016,4.877312,1.186797,-3.690515,-75.6669862416019,2017
555538232,"555538232","Ría de Ortigueira e Ladrido","ESP","Spain",2015,2016,190.944717,16.941512,-174.003205,-91.1275303835717,2017
555538233,"555538233","Complexo intermareal Umia - O Grove, A Lanzada, punta Carreirón e lagoa Bodeira","ESP","Spain",2015,2016,134.766098,17.4375,-117.328598,-87.0609149787805,2017
555538501,"555538501","Esteiro do Miño","ESP","Spain",2015,2016,18.001123,10.634904,-7.366219,-40.9208858802865,2017
555538571,"555538571","Espacio marino de Orpesa y Benicàssim","ESP","Spain",2015,2016,20.555197,13.1755,-7.379697,-35.9018548934364,2017
555538604,"555538604","Ría del Eo","ESP","Spain",2015,2016,2.702409,3.06293,0.360521,13.3407267367745,2017
555538655,"555538655","El Montgrí- Les Medes - El Baix Ter","ESP","Spain",2015,2016,14.572814,19.443987,4.871173,33.4264404939225,2017
555539272,"555539272","Estuaire de l'Orne","FRA","France",2015,2016,824.26,2,-822.26,-99.7573581151578,2017
555539273,"555539273","Falaise du Bessin Occidental","FRA","France",2015,2016,43.8035,11.4,-32.4035,-73.9746823883936,2017
555539274,"555539274","Littoral augeron","FRA","France",2015,2016,444.88,214.2,-230.68,-51.8521848588383,2017
555539275,"555539275","Landes et dunes de la Hague","FRA","France",2015,2016,395.6776,26.73,-368.9476,-93.2445000677319,2017
555539276,"555539276","Havre de la Sienne","FRA","France",2015,2016,2,19.503,17.503,875.15,2017
555539364,"555539364","Mor Braz","FRA","France",2015,2016,167.478,402.76,235.282,140.485317474534,2017
555539365,"555539365","Estuaire de la Loire - Baie de Bourgneuf","FRA","France",2015,2016,0.8667,802.02,801.1533,92437.2101073036,2017
555539368,"555539368","Baie de Saint-Brieuc - Est","FRA","France",2015,2016,402.76,133.5213,-269.2387,-66.8484208958188,2017
555539369,"555539369","Iles de la Colombière, de la Nellière et des Haches","FRA","France",2015,2016,802.02,16.96,-785.06,-97.8853395177178,2017
555539370,"555539370","Ilôt du Trévors","FRA","France",2015,2016,2454.1,4.02,-2450.08,-99.8361924941934,2017
555539371,"555539371","Cap Sizun","FRA","France",2015,2016,696.02,5.094,-690.926,-99.2681244791816,2017
555539372,"555539372","Baie d'Audierne","FRA","France",2015,2016,133.5213,9.3995,-124.1218,-92.9602992181772,2017
555539373,"555539373","Archipel de Glénan","FRA","France",2015,2016,16.96,587.9,570.94,3366.39150943396,2017
555539374,"555539374","Tregor Goëlo","FRA","France",2015,2016,4.02,886.9486,882.9286,21963.3980099503,2017
555539375,"555539375","Rade de Brest : Baie de Daoulas, Anse de Poulmic","FRA","France",2015,2016,5.094,72.936,67.842,1331.80212014134,2017
555539376,"555539376","Ouessant-Molène","FRA","France",2015,2016,9.3995,765.1512,755.7517,8040.33937975424,2017
555539377,"555539377","Baie de Morlaix","FRA","France",2015,2016,587.9,265.6733,-322.2267,-54.8097805749277,2017
555539378,"555539378","Baie de Vilaine","FRA","France",2015,2016,886.9486,58.2335,-828.7151,-93.434399693511,2017
555539379,"555539379","Golfe du Morbihan","FRA","France",2015,2016,72.936,86.4682,13.5322,18.5535263792914,2017
555539380,"555539380","Rivière de Pénerf","FRA","France",2015,2016,765.1512,40.0055,-725.1457,-94.771556262344,2017
555539381,"555539381","Baie de Quiberon","FRA","France",2015,2016,265.6733,8.5975,-257.0758,-96.7638825580139,2017
555539382,"555539382","Rade de Lorient","FRA","France",2015,2016,58.2335,3.1655,-55.068,-94.5641254604308,2017
555539383,"555539383","Cap d'Erquy-Cap Fréhel","FRA","France",2015,2016,86.4682,384.123,297.6548,344.236146930317,2017
555539385,"555539385","Baie de Goulven","FRA","France",2015,2016,8.5975,21.223,12.6255,146.850828729282,2017
555539386,"555539386","Camaret","FRA","France",2015,2016,3.1655,12.103,8.9375,282.340862422998,2017
555539387,"555539387","Rivières de Pont-l'Abbé et de l'Odet","FRA","France",2015,2016,384.123,5.5302,-378.5928,-98.560304902336,2017
555539389,"555539389","Dunes et côtes de Trévignon","FRA","France",2015,2016,21.223,95.7778,74.5548,351.292465721152,2017
555539390,"555539390","Iles Houat-Hoëdic","FRA","France",2015,2016,12.103,173.22,161.117,1331.21540114021,2017
555539391,"555539391","Anse du Fier d'Ars en Ré","FRA","France",2015,2016,5.5302,24.5465,19.0163,343.862789772522,2017
555539392,"555539392","Anse de Fouras, baie d'Yves, marais de Rochefort","FRA","France",2015,2016,457.28,32.6496,-424.6304,-92.8600419874038,2017
555539394,"555539394","Marais de Brouage, Ile d'Oléron","FRA","France",2015,2016,173.22,104.32,-68.9,-39.7760073894469,2017
555539395,"555539395","Marais poitevin","FRA","France",2015,2016,24.5465,88.4299,63.8834,260.254618784755,2017
555539439,"555539439","Au droit de l'étang d'Hourtin-Carcans","FRA","France",2015,2016,93.8421,507.16,413.3179,440.4397386674,2017
555539583,"555539583","Iles Sanguinaires, golfe d'Ajaccio","FRA","France",2015,2016,979.5159,464.6376,-514.8783,-52.5645678645951,2017
555539584,"555539584","Iles Finocchiarola et Côte Nord","FRA","France",2015,2016,49.4604,0.933,-48.5274,-98.1136424290948,2017
555539865,"555539865","North Bull Island SPA","IRL","Ireland",2015,2016,7.462728,15.258866,7.796138,104.467669195501,2017
555539866,"555539866","Skelligs SPA","IRL","Ireland",2015,2016,2.887231,5.942563,3.055332,105.822222052894,2017
555539867,"555539867","Blasket Islands SPA","IRL","Ireland",2015,2016,8.724304,28.88135,20.157046,231.044745804364,2017
555539870,"555539870","Drumcliff Bay SPA","IRL","Ireland",2015,2016,15.258866,17.500061,2.241195,14.687821493419,2017
555539871,"555539871","Rockabill SPA","IRL","Ireland",2015,2016,5.942563,52.282741,46.340178,779.801206987625,2017
555539872,"555539872","Rogerstown Estuary SPA","IRL","Ireland",2015,2016,28.88135,5.561371,-23.319979,-80.7440753288887,2017
555539873,"555539873","Baldoyle Bay SPA","IRL","Ireland",2015,2016,0.156571,2.391733,2.235162,1427.57087838744,2017
555539876,"555539876","The Raven SPA","IRL","Ireland",2015,2016,52.282741,41.059646,-11.223095,-21.4661564893853,2017
555539877,"555539877","Ballyteigue Burrow SPA","IRL","Ireland",2015,2016,5.561371,2.963138,-2.598233,-46.7192891824696,2017
555539878,"555539878","Old Head of Kinsale SPA","IRL","Ireland",2015,2016,2.391733,0.482153,-1.90958,-79.8408518007654,2017
555539880,"555539880","Ballymacoda Bay SPA","IRL","Ireland",2015,2016,41.059646,5.301193,-35.758453,-87.089043583084,2017
555539881,"555539881","Sandymount Strand/Tolka Estuary SPA","IRL","Ireland",2015,2016,2.963138,21.697554,18.734416,632.249189879108,2017
555539882,"555539882","Broadmeadow/Swords Estuary SPA","IRL","Ireland",2015,2016,0.482153,6.98026,6.498107,1347.72717373946,2017
555539883,"555539883","Dundalk Bay SPA","IRL","Ireland",2015,2016,1.988792,128.991982,127.00319,6385.9463433079,2017
555539884,"555539884","Tramore Back Strand SPA","IRL","Ireland",2015,2016,5.301193,6.061513,0.76032,14.342431977104,2017
555539885,"555539885","Blackwater Estuary SPA","IRL","Ireland",2015,2016,21.697554,7.294719,-14.402835,-66.3799938002228,2017
555539886,"555539886","Castlemaine Harbour SPA","IRL","Ireland",2015,2016,6.98026,114.428233,107.447973,1539.31190242197,2017
555539887,"555539887","Cork Harbour SPA","IRL","Ireland",2015,2016,128.991982,23.383565,-105.608417,-81.8720786847046,2017
555539888,"555539888","Inner Galway Bay SPA","IRL","Ireland",2015,2016,6.061513,125.25639,119.194877,1966.42120539872,2017
555539889,"555539889","Dungarvan Harbour SPA","IRL","Ireland",2015,2016,7.294719,20.978744,13.684025,187.588103119531,2017
555539890,"555539890","Bannow Bay SPA","IRL","Ireland",2015,2016,114.428233,12.478504,-101.949729,-89.0949080722063,2017
555539891,"555539891","Trawbreaga Bay SPA","IRL","Ireland",2015,2016,23.383566,11.589629,-11.793937,-50.4368623673566,2017
555539892,"555539892","Cummeen Strand SPA","IRL","Ireland",2015,2016,125.25639,16.856544,-108.399846,-86.5423680181107,2017
555539893,"555539893","Killala Bay/Moy Estuary SPA","IRL","Ireland",2015,2016,20.978744,29.02912,8.050376,38.3739655720095,2017
555539894,"555539894","Blacksod Bay/Broad Haven SPA","IRL","Ireland",2015,2016,12.478504,75.146192,62.667688,502.205136128497,2017
555539924,"555539924","Tory Island SPA","IRL","Ireland",2015,2016,3.737772,2.36912,-1.368652,-36.6167866846881,2017
555539926,"555539926","Lough Swilly SPA","IRL","Ireland",2015,2016,3.915726,65.645721,61.729995,1576.46359832123,2017
555539927,"555539927","Wexford Harbour and Slobs SPA","IRL","Ireland",2015,2016,1.3644,32.314764,30.950364,2268.42304309587,2017
555539928,"555539928","River Shannon and River Fergus Estuaries SPA","IRL","Ireland",2015,2016,2.368699,307.974921,305.606222,12901.8597128635,2017
